,rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,avg_price,revenue
216,235,Luigi's Mansion: Dark Moon,3ds,2013,action,Nintendo,1.78,1.39,1.1,0.3,4.58,24.34,111477200.0
217,236,Splatoon,wiiu,2015,shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,19.59,89526300.0
218,237,The Last of Us,ps4,2014,action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,22.21,101055500.0
219,239,Madden NFL 2005,ps2,2004,sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,13.45,60928500.0
220,240,Pitfall!,2600,1981,platform,Activision,4.21,0.24,0.0,0.05,4.5,34.46,155070000.0
221,241,Madden NFL 07,ps2,2006,sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,13.45,60390500.0
222,242,Spider-Man: The Movie,ps2,2002,action,Activision,2.71,1.51,0.03,0.23,4.48,13.45,60256000.0
223,243,Dragon Quest VII: Warriors of Eden,ps,2000,role-playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,15.92,71162399.99999999
224,244,Uncharted: The Nathan Drake Collection,ps4,2015,action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,22.21,99278700.0
225,245,Call of Duty: Advanced Warfare,ps3,2014,shooter,Activision,1.54,1.94,0.19,0.77,4.45,14.67,65281500.00000001
226,246,God of War,ps2,2005,action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,13.45,59852500.0
227,249,Tony Hawk's Pro Skater 3,ps2,2001,sports,Activision,2.66,1.29,0.01,0.46,4.41,13.45,59314499.99999999
228,250,Winning Eleven: Pro Evolution Soccer 2007,ps2,2006,sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,13.45,59045499.99999999
229,251,The Elder Scrolls IV: Oblivion,x360,2006,role-playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,11.94,52416599.99999999
230,252,Zelda II: The Adventure of Link,nes,1987,adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,41.56,182032800.0
231,253,Need for Speed: Most Wanted,ps2,2005,racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,13.45,58776500.0
232,254,Resistance: Fall of Man,ps3,2006,shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,14.67,63814499.99999999
233,255,Sonic the Hedgehog,gen,1991,platform,Sega,3.03,0.91,0.26,0.13,4.34,18.96,82286400.0
234,256,Kingdom Hearts II,ps2,2005,role-playing,Square Enix,2.2,0.58,1.38,0.17,4.33,13.45,58238499.99999999
235,257,FIFA 14,x360,2013,sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,11.94,51461399.99999999
236,258,Call of Duty: Advanced Warfare,x360,2014,shooter,Activision,2.75,1.18,0.0,0.37,4.31,11.94,51461399.99999999
237,259,Asteroids,2600,1980,shooter,Atari,4.0,0.26,0.0,0.05,4.31,34.46,148522599.99999997
238,260,Fable II,x360,2008,role-playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,11.94,51461399.99999999
239,261,Halo 5: Guardians,xone,2015,shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,12.68,54016800.0
240,262,Super Mario 3D World,wiiu,2013,platform,Nintendo,2.11,1.11,0.72,0.3,4.25,19.59,83257500.0
241,263,Batman: Arkham Asylum,ps3,2009,action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,14.67,62347500.0
242,264,Assassin's Creed: Revelations,ps3,2011,action,Ubisoft,1.41,2.02,0.1,0.72,4.24,14.67,62200800.0
243,266,Metal Gear Solid 3: Snake Eater,ps2,2004,action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,13.45,56893500.0
244,267,Daxter,psp,2006,platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,16.18,68279599.99999999
245,268,Warcraft II: Tides of Darkness,pc,1995,strategy,Activision,1.7,2.27,0.0,0.23,4.21,13.28,55908800.0
246,269,The Legend of Zelda: Ocarina of Time,3ds,2011,action,Nintendo,2.03,1.27,0.62,0.3,4.21,24.34,102471400.0
247,270,FIFA Soccer 06,ps2,2005,sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,13.45,56624500.0
248,272,Uncharted 4: A Thief's End,ps4,2016,shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,22.21,93282000.00000001
249,273,Gran Turismo 5 Prologue,ps3,2007,racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,14.67,61614000.00000001
250,274,Assassin's Creed: Revelations,x360,2011,action,Ubisoft,2.25,1.47,0.04,0.43,4.19,11.94,50028600.00000001
251,275,Street Fighter IV,ps3,2009,fighting,Capcom,2.02,1.06,0.58,0.53,4.19,14.67,61467300.00000001
252,276,FIFA 12,x360,2011,sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,11.94,50028600.00000001
253,277,Teenage Mutant Ninja Turtles,nes,1989,action,Palcom,3.38,0.44,0.31,0.04,4.17,41.56,173305200.0
254,278,Excitebike,nes,1984,racing,Nintendo,2.04,0.48,1.57,0.07,4.16,41.56,172889600.0
255,279,Frogger,ps,1997,action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,15.92,66227200.0
256,280,Madden NFL 2003,ps2,2002,sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,13.45,55682999.99999999
257,281,Watch Dogs,ps4,2014,action,Ubisoft,1.4,1.86,0.11,0.77,4.14,22.21,91949400.0
258,282,Half-Life,pc,1997,shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,13.28,54713600.0
259,283,Super Mario World 2: Yoshi's Island,snes,1995,platform,Nintendo,1.65,0.61,1.76,0.09,4.12,45.28,186553600.00000003
260,284,FIFA Soccer 07,ps2,2006,sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,13.45,55279500.0
261,285,The Legend of Zelda: Skyward Sword,wii,2011,action,Nintendo,2.14,1.2,0.37,0.4,4.1,10.18,41737999.99999999
262,286,Street Fighter II Turbo,snes,1992,fighting,Capcom,1.42,0.51,2.1,0.07,4.1,45.28,185648000.0
263,288,Fallout 4,xone,2015,role-playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,12.68,51861200.0
264,289,World of Warcraft: The Burning Crusade,pc,2007,role-playing,Activision,2.57,1.52,0.0,0.0,4.09,13.28,54315200.0
265,290,Fallout: New Vegas,x360,2010,role-playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,11.94,48715199.99999999
266,291,God of War II,ps2,2007,action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,13.45,54741500.0
267,292,Forza Motorsport 2,x360,2007,racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,11.94,48476399.99999999
268,293,World Soccer Winning Eleven 9,ps2,2005,sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,13.45,54606999.99999999
269,295,Tekken Tag Tournament,ps2,2000,fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,13.45,54472500.0
270,296,Far Cry 4,ps4,2014,shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,22.21,89506300.00000001
271,297,Star Fox 64,n64,1997,shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,32.69,131740700.0
272,299,Golf,nes,1984,sports,Nintendo,1.22,0.28,2.46,0.04,4.01,41.56,166655600.0
273,300,Fallout 3,ps3,2008,role-playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,14.67,58826699.99999999
274,301,Professor Layton and the Diabolical Box,ds,2007,puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,12.99,51960000.0
275,302,Left 4 Dead 2,x360,2009,shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,11.94,47640600.0
276,304,EA Sports Active,wii,2009,sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,10.18,39905600.0
277,305,Assassin's Creed: Unity,ps4,2014,action,Ubisoft,1.18,1.96,0.08,0.7,3.92,22.21,87063200.0
278,306,Donkey Kong Land,gb,1994,platform,Nintendo,1.97,0.76,1.07,0.11,3.91,26.29,102793900.0
279,307,Tony Hawk's Underground,ps2,2003,sports,Activision,2.29,1.17,0.01,0.42,3.9,13.45,52455000.0
280,308,Assassin's Creed IV: Black Flag,ps3,2013,action,Ubisoft,1.33,1.71,0.13,0.73,3.89,14.67,57066300.0
281,309,Monster Hunter 4 Ultimate,3ds,2014,role-playing,Nintendo,0.67,0.49,2.62,0.11,3.89,24.34,94682600.00000001
282,310,MotorStorm,ps3,2006,racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,14.67,56919599.99999999
283,311,The Elder Scrolls V: Skyrim,pc,2011,role-playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,13.28,51526399.99999999
284,312,Tekken 5,ps2,2005,fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,13.45,52051500.0
285,313,Dragon Warrior III,nes,1988,role-playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,41.56,160837200.00000003
286,314,Sports Champions,ps3,2010,sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,14.67,56772900.0
287,315,NBA 2K16,ps4,2015,sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,22.21,85508500.00000001
288,316,World Soccer Winning Eleven 8 International,ps2,2004,sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,13.45,51782500.0
289,319,The Legend of Zelda: Link's Awakening,gb,1992,action,Nintendo,2.21,0.96,0.54,0.13,3.83,26.29,100690699.99999999
290,320,Mario & Luigi: Bowser's Inside Story,ds,2009,role-playing,Nintendo,2.26,0.48,0.81,0.27,3.83,12.99,49751700.0
291,322,Nintendogs + cats,3ds,2011,simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,24.34,92735400.0
292,323,Batman: Arkham Knight,ps4,2015,action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,22.21,84175900.0
293,324,Mario & Sonic at the London 2012 Olympic Games,wii,2011,sports,Sega,1.14,1.91,0.27,0.46,3.78,10.18,38480399.99999999
294,325,LEGO Indiana Jones: The Original Adventures,x360,2008,action,Activision,2.4,1.03,0.0,0.36,3.78,11.94,45133199.99999999
295,326,Resident Evil Director's Cut,ps,1996,action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,15.92,60018400.0
296,327,Ratchet & Clank: Size Matters,psp,2007,platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,16.18,60998599.99999999
297,329,The Sims: Unleashed,pc,2002,simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,13.28,49932799.99999999
298,330,Super Paper Mario,wii,2007,platform,Nintendo,1.98,0.88,0.59,0.32,3.76,10.18,38276799.99999999
299,331,Harry Potter and the Sorcerer's Stone,ps,2001,action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,15.92,59381600.0
300,332,The Witcher 3: Wild Hunt,ps4,2015,role-playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,22.21,82843300.0
301,333,Resident Evil 3: Nemesis,ps,1999,action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,15.92,59222400.0
302,334,Spyro: Year of the Dragon,ps,2000,platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,15.92,59063200.0
303,335,FIFA Soccer 2005,ps2,2004,sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,13.45,49765000.0
304,336,Pokémon Trading Card Game,gb,1998,strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,26.29,97273000.0
305,337,Battlefield 4,ps3,2013,shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,14.67,54132300.0
306,338,MySims,ds,2007,simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,12.99,47933100.0
307,340,Tony Hawk's Pro Skater 4,ps2,2002,sports,Activision,2.13,1.18,0.01,0.35,3.67,13.45,49361500.0
308,341,Midnight Club 3: DUB Edition,psp,2005,racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,16.18,59218800.0
309,342,Banjo-Kazooie,n64,1998,platform,Nintendo,1.87,1.13,0.55,0.1,3.65,32.69,119318499.99999999
310,343,SOCOM: U.S. Navy SEALs,ps2,2002,shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,13.45,49092499.99999999
311,345,Gran Turismo 6,ps3,2013,racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,14.67,53398800.0
312,346,Jak and Daxter: The Precursor Legacy,ps2,2001,platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,13.45,48958000.0
313,347,Pokemon Snap,n64,1999,simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,32.69,118664699.99999999
314,348,FIFA Soccer 10,ps3,2009,sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,14.67,53252100.0
315,349,Pro Evolution Soccer 2008,ps2,2007,sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,13.45,48823499.99999999
316,350,Call of Duty: Ghosts,ps4,2013,shooter,Activision,1.78,1.42,0.05,0.38,3.63,22.21,80622300.0
317,351,Resident Evil 4,ps2,2005,action,Capcom,2.08,0.83,0.46,0.25,3.62,13.45,48689000.0
318,352,Tom Clancy's The Division,ps4,2016,shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,22.21,80178100.0
319,353,Star Wars: Battlefront,ps2,2004,shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,13.45,48554500.0
320,354,Doom II: Hell on Earth,pc,1994,shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,13.28,47940799.99999999
321,355,The Simpsons: Road Rage,ps2,2001,racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,13.45,48554500.0
322,356,Cooking Mama 2: Dinner With Friends,ds,2007,simulation,505 Games,1.61,1.5,0.1,0.39,3.61,12.99,46893900.0
323,357,Luigi's Mansion,gc,2001,action,Nintendo,2.38,0.67,0.46,0.1,3.6,33.64,121104000.0
324,358,Star Wars: Battlefront II,ps2,2005,shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,13.45,48285500.0
325,359,WWF SmackDown!,ps,2000,fighting,THQ,2.01,1.35,0.06,0.16,3.58,15.92,56993600.0
326,360,Croc: Legend of the Gobbos,ps,1997,platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,15.92,56675200.00000001
327,361,Grand Theft Auto: Liberty City Stories,ps2,2006,action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,13.45,47613000.0
328,362,The Getaway,ps2,2002,action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,13.45,47613000.0
329,363,Tomb Raider III: Adventures of Lara Croft,ps,1997,action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,15.92,56356800.0
330,364,James Bond 007: Agent Under Fire,ps2,2001,shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,13.45,47478500.0
331,365,LEGO Star Wars: The Video Game,ps2,2005,action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,13.45,47478500.0
332,366,Battlefield 4,x360,2013,shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,11.94,42148199.99999999
333,367,FIFA Soccer 11,x360,2010,sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,11.94,42148199.99999999
334,368,Rugrats in Paris: The Movie,ps,2000,action,THQ,1.96,1.33,0.0,0.23,3.52,15.92,56038400.0
335,369,Spyro 2: Ripto's Rage!,ps,1999,platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,15.92,56038400.0
336,370,Left 4 Dead,x360,2008,shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,11.94,42028800.0
337,371,Mario & Sonic at the Olympic Winter Games,ds,2009,sports,Sega,1.22,1.66,0.27,0.38,3.52,12.99,45724800.0
338,372,Resident Evil 5,x360,2009,action,Capcom,2.11,0.94,0.12,0.34,3.51,11.94,41909400.0
339,373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,snes,1996,platform,Nintendo,1.17,0.5,1.75,0.08,3.51,45.28,158932800.0
340,374,Assassin's Creed: Brotherhood,x360,2010,action,Ubisoft,2.84,0.39,0.03,0.24,3.5,11.94,41790000.0
341,375,Kung Fu,nes,1985,action,Nintendo,1.64,0.38,1.42,0.06,3.5,41.56,145460000.0
342,376,Batman: Arkham Asylum,x360,2009,action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,11.94,41790000.0
343,379,Star Wars Battlefront (2015),xone,2015,shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,12.68,44253200.0
344,380,Battlefield: Bad Company 2,x360,2010,shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,11.94,41551200.0
345,382,Assassin's Creed: Unity,xone,2014,action,Ubisoft,2.26,0.89,0.0,0.3,3.46,12.68,43872800.0
346,383,Far Cry 3,ps3,2012,shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,14.67,50611500.0
347,384,Monster Hunter 4,3ds,2013,role-playing,Capcom,0.0,0.0,3.44,0.0,3.44,24.34,83729600.0
348,385,Borderlands,x360,2009,shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,11.94,41073600.0
349,386,Tekken 4,ps2,2002,fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,13.45,46267999.99999999
350,387,Battlefield 4,ps4,2013,shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,22.21,76180300.0
351,388,LittleBigPlanet 2,ps3,2011,platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,14.67,50171400.0
352,389,Grand Theft Auto 2,ps,1998,action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,15.92,54446400.0
353,390,Final Fantasy III,snes,1994,role-playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,45.28,154857600.0
354,391,Spider-Man 2,ps2,2004,action,Activision,1.75,1.2,0.02,0.43,3.41,13.45,45864500.0
355,392,F-1 Race,gb,1990,racing,Nintendo,1.73,0.69,0.59,0.4,3.41,26.29,89648900.0
356,393,FIFA Soccer 2003,ps2,2002,sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,13.45,45730000.0
357,395,LEGO Batman: The Videogame,x360,2008,action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,11.94,40357200.0
358,396,Metal Gear Solid V: The Phantom Pain,ps4,2015,action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,22.21,75069800.0
359,397,The Legend of Zelda: Spirit Tracks,ds,2009,action,Nintendo,1.43,0.94,0.74,0.27,3.38,12.99,43906200.0
360,398,WWF War Zone,ps,1998,fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,15.92,53491200.0
361,399,The Legend of Zelda: Majora's Mask,n64,2000,action,Nintendo,1.9,0.67,0.73,0.06,3.36,32.69,109838400.0
362,400,Professor Layton and the Unwound Future,ds,2008,puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,12.99,43646400.0
363,401,Rugrats: Search For Reptar,ps,1998,adventure,THQ,1.63,1.53,0.0,0.18,3.34,15.92,53172799.99999999
364,402,Assassin's Creed IV: Black Flag,x360,2013,action,Ubisoft,1.9,1.14,0.01,0.29,3.34,11.94,39879600.0
365,404,James Bond 007: Nightfire,ps2,2002,shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,13.45,44788500.0
366,405,Ratchet & Clank,ps2,2002,platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,13.45,44788500.0
367,407,Star Wars Episode III: Revenge of the Sith,ps2,2005,action,LucasArts,1.47,1.39,0.03,0.43,3.32,13.45,44654000.0
368,408,Max Payne,ps2,2001,shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,13.45,44519500.0
369,409,The Lord of the Rings: The Return of the King,ps2,2003,action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,13.45,44115999.99999999
370,410,Assassin's Creed Syndicate,ps4,2015,action,Ubisoft,0.8,1.92,0.06,0.5,3.28,22.21,72848800.0
371,411,Destiny,xone,2014,shooter,Activision,2.13,0.92,0.0,0.23,3.28,12.68,41590399.99999999
372,412,True Crime: Streets of LA,ps2,2003,action,Activision,1.89,1.05,0.02,0.31,3.27,13.45,43981500.0
373,414,Gran Turismo (PSP),psp,2009,racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27,16.18,52908600.0
374,415,Monster Hunter X,3ds,2015,action,Capcom,0.25,0.19,2.78,0.04,3.26,24.34,79348400.0
375,416,Tekken,ps,1995,fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,15.92,51580800.0
376,417,FIFA 16,xone,2015,sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,12.68,40956400.0
377,418,L.A. Noire,ps3,2011,adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,14.67,47384100.0
378,419,Madden NFL 16,ps4,2015,sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22,22.21,71516200.00000001
379,420,Yokai Watch 2 Ganso/Honke,3ds,2014,role-playing,Nintendo,0.03,0.0,3.18,0.0,3.22,24.34,78374800.00000001
380,421,007: Tomorrow Never Dies,ps,1999,shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,15.92,51103200.0
381,422,Baseball,nes,1983,sports,Nintendo,0.73,0.1,2.35,0.02,3.2,41.56,132992000.00000001
382,423,Killer Instinct,snes,1995,fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,45.28,144896000.00000003
383,424,WWF SmackDown! 2: Know Your Role,ps,2000,fighting,THQ,1.76,1.21,0.07,0.16,3.2,15.92,50944000.0
384,425,Crisis Core: Final Fantasy VII,psp,2007,role-playing,Square Enix,1.35,0.6,0.8,0.44,3.19,16.18,51614200.0
385,426,God of War: Chains of Olympus,psp,2008,action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,16.18,51614200.0
386,427,Dragon Quest VI: Maboroshi no Daichi,snes,1995,role-playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19,45.28,144443200.0
387,429,Enter the Matrix,ps2,2003,action,Atari,1.78,1.12,0.09,0.19,3.18,13.45,42771000.0
388,430,Super Mario Maker,wiiu,2015,platform,Nintendo,1.18,0.87,0.93,0.2,3.18,19.59,62296200.00000001
389,431,Fallout: New Vegas,ps3,2010,role-playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,14.67,46503900.0
390,434,Ace Combat 04: Shattered Skies,ps2,2001,simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,13.45,42636500.0
391,435,Club Penguin: Elite Penguin Force,ds,2008,adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16,12.99,41048400.0
392,436,Animal Crossing,gc,2001,simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,33.64,105966000.0
393,437,LEGO Batman: The Videogame,ds,2008,action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15,12.99,40918500.0
394,438,Sonic Rush,ds,2005,platform,Sega,1.22,1.57,0.06,0.29,3.15,12.99,40918500.0
395,439,Resident Evil 6,ps3,2012,shooter,Capcom,0.88,0.97,0.88,0.42,3.15,14.67,46210499.99999999
396,440,Halo: The Master Chief Collection,xone,2014,shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,12.68,39942000.0
397,441,FIFA Soccer 08,ps2,2007,sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,13.45,42233000.0
398,442,Spider-Man,ps,2000,action,Activision,1.7,1.25,0.02,0.16,3.13,15.92,49829600.0
399,443,Need for Speed III: Hot Pursuit,ps,1998,racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,15.92,49670400.0
400,444,Star Wars Episode I Racer,n64,1999,racing,Nintendo,2.31,0.62,0.14,0.04,3.12,32.69,101992800.0
401,446,The Elder Scrolls IV: Oblivion,ps3,2007,role-playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,14.67,45770400.0
402,447,Dragon Warrior IV,nes,1990,role-playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12,41.56,129667200.00000001
403,448,Heavy Rain,ps3,2010,adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,14.67,45770400.0
404,449,Mass Effect 2,x360,2010,role-playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,11.94,37133399.99999999
405,450,FIFA 15,x360,2014,sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11,11.94,37133399.99999999
406,451,Dragon Ball Z: Budokai,ps2,2002,fighting,Atari,2.17,0.28,0.55,0.08,3.09,13.45,41560500.0
407,452,Madden NFL 2002,ps2,2001,sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,13.45,41426000.0
408,453,World Class Track Meet,nes,1986,sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,41.56,128004800.00000001
409,454,Borderlands 2,x360,2012,shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,11.94,36655800.0
410,455,The Legend of Zelda: A Link Between Worlds,3ds,2013,action,Nintendo,1.4,0.99,0.46,0.22,3.07,24.34,74723800.0
411,456,Donkey Kong,gb,1994,platform,Nintendo,1.57,0.62,0.55,0.34,3.07,26.29,80710299.99999999
412,457,The Sims: Vacation,pc,2002,simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,13.28,40769600.0
413,458,Mass Effect 3,x360,2012,role-playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,11.94,36655800.0
414,459,Kung Fu Panda,x360,2008,action,Activision,1.91,0.84,0.0,0.29,3.05,11.94,36416999.99999999
415,460,Far Cry 3,x360,2012,shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,11.94,36297599.99999999
416,461,Epic Mickey,wii,2010,platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,10.18,30947200.0
417,462,Saints Row 2,x360,2008,action,THQ,1.94,0.8,0.02,0.27,3.03,11.94,36178200.0
418,463,Rayman,ps,1995,platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,15.92,48237599.99999999
419,464,Killzone 2,ps3,2009,shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,14.67,44303400.0
420,465,Tom Clancy's Splinter Cell,xb,2002,action,Ubisoft,1.85,1.04,0.0,0.13,3.02,9.99,30169800.000000004
421,466,Mike Tyson's Punch-Out!!,nes,1987,fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,41.56,125511200.0
422,467,WWE SmackDown! Shut Your Mouth,ps2,2002,sports,THQ,1.45,1.13,0.07,0.38,3.02,13.45,40619000.0
423,468,Gears of War: Ultimate Edition,xone,2015,shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,12.68,38040000.0
